Datum,Vodostaj_Bileca,Dotok_Prethodni_Dan,Padavine_Trebinje,Temperatura_Vazduha,Doba_Godine,Pritisak_Mreze,Angazovani_Agregati,Preliv_Status,Padavine_Sutra,Padavine_Za2Dana,Promjena_Vodostaja
05.10.2016.,382.97,25.42,0.0,9.8,Jesen,Nisko,1,0,38.93,0.0,-0.04
06.10.2016.,382.96,128.02,38.93,14.0,Jesen,Srednje,2,0,0.0,29.59,-0.01
07.10.2016.,382.91,93.06,0.0,9.7,Jesen,Srednje,2,0,29.59,0.0,-0.05
08.10.2016.,382.87,142.65,29.59,15.3,Jesen,Visoko,3,0,0.0,0.3,-0.04
09.10.2016.,382.81,103.0,0.0,12.9,Jesen,Srednje,2,0,0.3,41.65,-0.06
10.10.2016.,382.76,77.55,0.3,13.7,Jesen,Srednje,2,0,41.65,8.9,-0.05
11.10.2016.,382.83,167.88,41.65,17.0,Jesen,Srednje,2,0,8.9,0.0,0.07
12.10.2016.,382.88,143.9,8.9,13.3,Jesen,Nisko,1,0,0.0,9.79,0.05
13.10.2016.,382.89,104.26,0.0,18.2,Jesen,Srednje,1,0,9.79,0.0,0.01
14.10.2016.,382.92,104.01,9.79,15.6,Jesen,Srednje,1,0,0.0,10.12,0.03
15.10.2016.,382.82,76.95,0.0,9.9,Jesen,Srednje,2,0,10.12,0.0,-0.1
16.10.2016.,382.86,83.02,10.12,17.2,Jesen,Nisko,1,0,0.0,0.0,0.04
17.10.2016.,382.77,65.81,0.0,13.1,Jesen,Srednje,2,0,0.0,0.0,-0.09
18.10.2016.,382.78,55.34,0.0,10.4,Jesen,Nisko,1,0,0.0,14.98,0.01
19.10.2016.,382.77,40.18,0.0,13.1,Jesen,Srednje,1,0,14.98,0.0,-0.01
20.10.2016.,382.74,71.23,14.98,16.4,Jesen,Srednje,2,0,0.0,30.39,-0.03
21.10.2016.,382.71,51.78,0.0,13.8,Jesen,Visoko,2,0,30.39,0.2,-0.03
22.10.2016.,382.68,114.32,30.39,19.3,Jesen,Srednje,2,0,0.2,8.34,-0.03
23.10.2016.,382.63,83.21,0.2,16.3,Jesen,Srednje,2,0,8.34,16.13,-0.05
24.10.2016.,382.58,80.99,8.34,14.1,Jesen,Srednje,2,0,16.13,0.0,-0.05
25.10.2016.,382.61,99.33,16.13,7.9,Jesen,Nisko,1,0,0.0,2.22,0.03
26.10.2016.,382.61,71.55,0.0,11.3,Jesen,Srednje,1,0,2.22,0.07,0.0
27.10.2016.,382.62,58.13,2.22,12.3,Jesen,Srednje,1,0,0.07,1.84,0.01
28.10.2016.,382.59,42.87,0.07,14.8,Jesen,Srednje,1,0,1.84,0.0,-0.03
29.10.2016.,382.57,36.59,1.84,14.5,Jesen,Nisko,1,0,0.0,0.0,-0.02
30.10.2016.,382.48,28.32,0.0,12.7,Jesen,Visoko,2,0,0.0,0.0,-0.09
31.10.2016.,382.42,22.55,0.0,12.5,Jesen,Visoko,1,0,0.0,0.0,-0.06
01.11.2016.,382.39,17.63,0.0,14.9,Jesen,Srednje,1,0,0.0,9.01,-0.03
02.11.2016.,382.35,12.9,0.0,8.6,Jesen,Srednje,1,0,9.01,0.0,-0.04
03.11.2016.,382.29,33.8,9.01,18.8,Jesen,Srednje,1,0,0.0,0.0,-0.06
04.11.2016.,382.24,24.81,0.0,3.8,Jesen,Nisko,1,0,0.0,18.02,-0.05
05.11.2016.,382.2,26.2,0.0,17.8,Jesen,Visoko,1,0,18.02,18.44,-0.04
06.11.2016.,382.19,66.23,18.02,11.8,Jesen,Nisko,1,0,18.44,0.0,-0.01
07.11.2016.,382.13,97.61,18.44,16.0,Jesen,Srednje,2,0,0.0,0.0,-0.06
08.11.2016.,382.13,71.64,0.0,13.5,Jesen,Srednje,1,0,0.0,0.0,0.0
09.11.2016.,382.08,51.79,0.0,13.4,Jesen,Srednje,1,0,0.0,60.61,-0.05
10.11.2016.,382.05,43.47,0.0,14.2,Jesen,Srednje,1,0,60.61,0.0,-0.03
11.11.2016.,382.12,194.02,60.61,15.2,Jesen,Visoko,2,0,0.0,0.0,0.07
12.11.2016.,382.2,140.82,0.0,10.7,Jesen,Nisko,1,0,0.0,0.0,0.08
13.11.2016.,382.25,102.06,0.0,16.1,Jesen,Nisko,1,0,0.0,0.0,0.05
14.11.2016.,382.21,77.76,0.0,7.7,Jesen,Srednje,2,0,0.0,1.2,-0.04
15.11.2016.,382.21,56.01,0.0,12.0,Jesen,Nisko,1,0,1.2,7.0,0.0
16.11.2016.,382.2,43.61,1.2,15.3,Jesen,Srednje,1,0,7.0,23.35,-0.01
17.11.2016.,382.12,52.21,7.0,16.0,Jesen,Visoko,2,0,23.35,14.37,-0.08
18.11.2016.,382.08,96.88,23.35,13.8,Jesen,Visoko,2,0,14.37,15.65,-0.04
19.11.2016.,382.12,109.56,14.37,10.4,Jesen,Srednje,1,0,15.65,12.43,0.04
20.11.2016.,382.14,118.57,15.65,15.6,Jesen,Visoko,2,0,12.43,20.29,0.02
21.11.2016.,382.15,117.09,12.43,9.3,Jesen,Srednje,1,0,20.29,31.71,0.01
22.11.2016.,382.17,135.87,20.29,19.0,Jesen,Visoko,2,0,31.71,0.0,0.02
23.11.2016.,382.21,178.12,31.71,11.7,Jesen,Nisko,2,0,0.0,0.0,0.04
24.11.2016.,382.27,129.18,0.0,5.8,Jesen,Srednje,1,0,0.0,0.0,0.06
25.11.2016.,382.22,97.75,0.0,7.2,Jesen,Visoko,2,0,0.0,0.0,-0.05
26.11.2016.,382.23,70.96,0.0,12.2,Jesen,Srednje,1,0,0.0,9.03,0.01
27.11.2016.,382.18,52.31,0.0,12.6,Jesen,Visoko,2,0,9.03,11.53,-0.05
28.11.2016.,382.18,60.59,9.03,19.9,Jesen,Nisko,1,0,11.53,0.0,0.0
29.11.2016.,382.16,73.88,11.53,7.8,Jesen,Visoko,2,0,0.0,15.49,-0.02
30.11.2016.,382.16,56.61,0.0,12.2,Jesen,Srednje,1,0,15.49,0.0,0.0
01.12.2016.,382.19,69.06,15.49,-0.2,Zima,Srednje,1,0,0.0,7.92,0.03
02.12.2016.,382.17,50.23,0.0,2.0,Zima,Nisko,1,0,7.92,0.0,-0.02
03.12.2016.,382.15,49.27,7.92,10.7,Zima,Srednje,1,0,0.0,0.0,-0.02
04.12.2016.,382.1,35.94,0.0,-0.5,Zima,Visoko,2,0,0.0,4.4,-0.05
05.12.2016.,381.99,26.51,0.0,6.3,Zima,Visoko,2,0,4.4,0.0,-0.11
06.12.2016.,381.89,25.73,4.4,5.6,Zima,Visoko,2,0,0.0,0.0,-0.1
07.12.2016.,381.83,28.9,0.0,3.9,Zima,Srednje,1,0,0.0,8.27,-0.06
08.12.2016.,381.78,23.28,0.0,6.1,Zima,Visoko,1,0,8.27,0.81,-0.05
09.12.2016.,381.74,29.04,8.27,-0.6,Zima,Srednje,1,0,0.81,4.34,-0.04
10.12.2016.,381.7,24.24,0.81,10.6,Zima,Srednje,1,0,4.34,0.0,-0.04
11.12.2016.,381.6,24.15,4.34,11.7,Zima,Srednje,1,0,0.0,0.0,-0.1
12.12.2016.,381.6,18.94,0.0,4.2,Zima,Visoko,1,0,0.0,0.0,0.0
13.12.2016.,381.57,14.03,0.0,13.7,Zima,Srednje,0,0,0.0,23.31,-0.03
14.12.2016.,381.55,10.81,0.0,2.4,Zima,Srednje,0,0,23.31,0.0,-0.02
15.12.2016.,381.53,44.27,23.31,5.6,Zima,Nisko,1,0,0.0,13.39,-0.02
16.12.2016.,381.51,35.89,0.0,9.7,Zima,Srednje,1,0,13.39,2.48,-0.02
17.12.2016.,381.44,54.08,13.39,2.2,Zima,Visoko,2,0,2.48,2.82,-0.07
18.12.2016.,381.43,45.48,2.48,-1.5,Zima,Srednje,1,0,2.82,0.05,-0.01
19.12.2016.,381.33,37.55,2.82,-2.4,Zima,Visoko,2,0,0.05,3.65,-0.1
20.12.2016.,381.23,28.98,0.05,12.2,Zima,Visoko,2,0,3.65,0.0,-0.1
21.12.2016.,381.18,27.77,3.65,1.9,Zima,Srednje,1,0,0.0,16.78,-0.05
22.12.2016.,381.1,23.58,0.0,3.3,Zima,Visoko,2,0,16.78,16.88,-0.08
23.12.2016.,381.07,44.78,16.78,-0.5,Zima,Srednje,1,0,16.88,0.0,-0.03
24.12.2016.,381.01,56.64,16.88,7.8,Zima,Visoko,2,0,0.0,0.0,-0.06
25.12.2016.,380.99,40.78,0.0,0.9,Zima,Nisko,1,0,0.0,0.0,-0.02
26.12.2016.,380.92,30.5,0.0,2.0,Zima,Visoko,2,0,0.0,0.0,-0.07
27.12.2016.,380.86,22.56,0.0,5.2,Zima,Visoko,1,0,0.0,9.53,-0.06
28.12.2016.,380.83,25.4,0.0,-0.3,Zima,Srednje,1,0,9.53,11.73,-0.03
29.12.2016.,380.77,34.69,9.53,3.3,Zima,Srednje,1,0,11.73,0.61,-0.06
30.12.2016.,380.73,42.64,11.73,9.6,Zima,Srednje,1,0,0.61,0.0,-0.04
31.12.2016.,380.68,32.78,0.61,5.7,Zima,Nisko,1,0,0.0,2.83,-0.05
01.01.2017.,380.62,24.33,0.0,4.5,Zima,Visoko,1,0,2.83,0.0,-0.06
02.01.2017.,380.52,25.22,2.83,4.9,Zima,Visoko,2,0,0.0,0.0,-0.1
03.01.2017.,380.5,21.22,0.0,2.4,Zima,Visoko,1,0,0.0,3.51,-0.02
04.01.2017.,380.45,15.99,0.0,12.0,Zima,Srednje,1,0,3.51,9.08,-0.05
05.01.2017.,380.45,16.99,3.51,0.8,Zima,Nisko,0,0,9.08,0.0,0.0
06.01.2017.,380.39,26.67,9.08,4.8,Zima,Nisko,1,0,0.0,9.21,-0.06
07.01.2017.,380.33,22.69,0.0,4.5,Zima,Srednje,1,0,9.21,7.09,-0.06
08.01.2017.,380.34,30.69,9.21,8.0,Zima,Visoko,1,0,7.09,0.0,0.01
09.01.2017.,380.3,41.37,7.09,8.4,Zima,Visoko,2,0,0.0,4.15,-0.04
10.01.2017.,380.26,32.04,0.0,3.9,Zima,Srednje,1,0,4.15,14.99,-0.04
11.01.2017.,380.22,32.38,4.15,5.2,Zima,Srednje,1,0,14.99,2.56,-0.04
12.01.2017.,380.14,48.34,14.99,5.3,Zima,Visoko,2,0,2.56,0.0,-0.08
13.01.2017.,380.06,38.93,2.56,-5.0,Zima,Visoko,2,0,0.0,0.0,-0.08
14.01.2017.,379.92,28.89,0.0,-2.4,Zima,Visoko,2,0,0.0,0.0,-0.14
15.01.2017.,379.84,22.97,0.0,1.6,Zima,Visoko,1,0,0.0,0.0,-0.08
16.01.2017.,379.82,28.32,0.0,1.8,Zima,Nisko,1,0,0.0,0.0,-0.02
17.01.2017.,379.77,21.4,0.0,-0.8,Zima,Visoko,1,0,0.0,0.0,-0.05
18.01.2017.,379.78,15.83,0.0,7.0,Zima,Nisko,0,0,0.0,1.01,0.01
19.01.2017.,379.74,12.96,0.0,4.0,Zima,Srednje,1,0,1.01,21.55,-0.04
20.01.2017.,379.7,17.34,1.01,3.1,Zima,Visoko,1,0,21.55,0.0,-0.04
21.01.2017.,379.65,43.87,21.55,-1.0,Zima,Srednje,2,0,0.0,5.04,-0.05
22.01.2017.,379.62,36.5,0.0,3.8,Zima,Nisko,1,0,5.04,3.66,-0.03
23.01.2017.,379.64,34.92,5.04,-5.0,Zima,Srednje,1,0,3.66,0.0,0.02
24.01.2017.,379.56,30.49,3.66,3.3,Zima,Visoko,2,0,0.0,6.07,-0.08
25.01.2017.,379.52,27.05,0.0,4.3,Zima,Nisko,1,0,6.07,2.97,-0.04
26.01.2017.,379.48,31.76,6.07,5.0,Zima,Srednje,1,0,2.97,0.0,-0.04
27.01.2017.,379.41,28.23,2.97,-2.3,Zima,Srednje,1,0,0.0,0.0,-0.07
28.01.2017.,379.37,24.15,0.0,4.9,Zima,Visoko,1,0,0.0,0.0,-0.04
29.01.2017.,379.38,17.71,0.0,-0.2,Zima,Nisko,0,0,0.0,0.0,0.01
30.01.2017.,379.32,13.2,0.0,0.8,Zima,Visoko,1,0,0.0,0.0,-0.06
31.01.2017.,379.32,12.4,0.0,6.9,Zima,Srednje,0,0,0.0,0.0,0.0
01.02.2017.,379.28,13.41,0.0,12.1,Zima,Visoko,1,0,0.0,0.35,-0.04
02.02.2017.,379.24,11.14,0.0,4.2,Zima,Srednje,1,0,0.35,2.8,-0.04
03.02.2017.,379.18,11.07,0.35,0.7,Zima,Visoko,1,0,2.8,5.84,-0.06
04.02.2017.,379.13,14.67,2.8,4.8,Zima,Visoko,1,0,5.84,0.0,-0.05
05.02.2017.,379.14,19.81,5.84,7.8,Zima,Nisko,0,0,0.0,0.0,0.01
06.02.2017.,379.11,24.05,0.0,6.5,Zima,Visoko,1,0,0.0,0.0,-0.03
07.02.2017.,378.99,19.33,0.0,15.0,Zima,Visoko,2,0,0.0,1.07,-0.12
08.02.2017.,378.97,15.9,0.0,1.1,Zima,Nisko,0,0,1.07,4.88,-0.02
09.02.2017.,378.93,13.89,1.07,5.0,Zima,Visoko,1,0,4.88,0.0,-0.04
10.02.2017.,378.88,33.8,4.88,10.2,Zima,Visoko,1,0,0.0,3.98,-0.05
11.02.2017.,378.87,26.52,0.0,9.9,Zima,Nisko,1,0,3.98,5.33,-0.01
12.02.2017.,378.82,24.94,3.98,-3.8,Zima,Srednje,1,0,5.33,1.0,-0.05
13.02.2017.,378.76,28.26,5.33,4.0,Zima,Visoko,2,0,1.0,11.71,-0.06
14.02.2017.,378.74,24.43,1.0,9.9,Zima,Visoko,1,0,11.71,0.0,-0.02
15.02.2017.,378.65,35.31,11.71,15.6,Zima,Visoko,2,0,0.0,0.0,-0.09
16.02.2017.,378.57,25.49,0.0,6.8,Zima,Visoko,2,0,0.0,0.0,-0.08
17.02.2017.,378.49,22.03,0.0,2.5,Zima,Nisko,1,0,0.0,2.61,-0.08
18.02.2017.,378.48,16.33,0.0,-0.0,Zima,Nisko,0,0,2.61,0.0,-0.01
19.02.2017.,378.36,15.97,2.61,12.9,Zima,Visoko,2,0,0.0,0.0,-0.12
20.02.2017.,378.31,18.35,0.0,6.9,Zima,Visoko,1,0,0.0,0.0,-0.05
21.02.2017.,378.33,14.5,0.0,0.6,Zima,Nisko,0,0,0.0,26.93,0.02
22.02.2017.,378.22,12.18,0.0,3.2,Zima,Visoko,2,0,26.93,0.0,-0.11
23.02.2017.,378.12,48.38,26.93,5.2,Zima,Visoko,2,0,0.0,6.97,-0.1
24.02.2017.,378.11,37.8,0.0,6.2,Zima,Visoko,1,0,6.97,0.0,-0.01
25.02.2017.,378.11,39.07,6.97,0.4,Zima,Srednje,1,0,0.0,0.0,0.0
26.02.2017.,378.1,30.76,0.0,1.5,Zima,Srednje,1,0,0.0,26.47,-0.01
27.02.2017.,378.05,23.49,0.0,-2.6,Zima,Visoko,1,0,26.47,8.55,-0.05
28.02.2017.,378.0,59.19,26.47,8.2,Zima,Visoko,2,0,8.55,0.0,-0.05
01.03.2017.,377.96,109.19,8.55,12.6,Proljece,Srednje,2,0,0.0,0.0,-0.04
02.03.2017.,377.99,108.39,0.0,15.9,Proljece,Visoko,2,0,0.0,63.2,0.03
03.03.2017.,378.02,122.69,0.0,19.7,Proljece,Nisko,1,0,63.2,16.46,0.03
04.03.2017.,378.28,450.0,63.2,14.9,Proljece,Nisko,2,0,16.46,0.0,0.26
05.03.2017.,378.57,439.34,16.46,13.5,Proljece,Nisko,2,0,0.0,0.0,0.29
06.03.2017.,378.74,342.73,0.0,14.8,Proljece,Nisko,2,0,0.0,0.0,0.17
07.03.2017.,378.85,273.35,0.0,14.3,Proljece,Visoko,3,0,0.0,0.0,0.11
08.03.2017.,378.93,236.52,0.0,19.0,Proljece,Srednje,2,0,0.0,0.0,0.08
09.03.2017.,379.02,205.23,0.0,15.2,Proljece,Srednje,2,0,0.0,0.0,0.09
10.03.2017.,379.01,166.53,0.0,11.8,Proljece,Visoko,3,0,0.0,45.97,-0.01
11.03.2017.,379.03,156.9,0.0,18.2,Proljece,Visoko,3,0,45.97,0.0,0.02
12.03.2017.,379.27,400.81,45.97,18.9,Proljece,Nisko,2,0,0.0,0.0,0.24
13.03.2017.,379.4,296.39,0.0,8.6,Proljece,Srednje,2,0,0.0,0.0,0.13
14.03.2017.,379.49,256.79,0.0,20.1,Proljece,Srednje,2,0,0.0,50.6,0.09
15.03.2017.,379.59,215.81,0.0,15.5,Proljece,Srednje,2,0,50.6,42.32,0.1
16.03.2017.,379.81,450.0,50.6,15.1,Proljece,Srednje,2,0,42.32,0.0,0.22
17.03.2017.,380.07,450.0,42.32,18.0,Proljece,Nisko,2,0,0.0,0.0,0.26
18.03.2017.,380.22,341.93,0.0,11.7,Proljece,Nisko,2,0,0.0,0.0,0.15
19.03.2017.,380.36,284.45,0.0,17.8,Proljece,Visoko,2,0,0.0,0.0,0.14
20.03.2017.,380.43,227.64,0.0,12.5,Proljece,Visoko,3,0,0.0,13.18,0.07
21.03.2017.,380.49,172.21,0.0,8.1,Proljece,Srednje,2,0,13.18,0.0,0.06
22.03.2017.,380.58,220.8,13.18,10.0,Proljece,Nisko,2,0,0.0,0.0,0.09
23.03.2017.,380.63,190.72,0.0,16.3,Proljece,Visoko,2,0,0.0,8.45,0.05
24.03.2017.,380.65,149.94,0.0,10.2,Proljece,Srednje,2,0,8.45,18.72,0.02
25.03.2017.,380.75,200.29,8.45,20.4,Proljece,Nisko,2,0,18.72,0.0,0.1
26.03.2017.,380.88,300.18,18.72,18.8,Proljece,Nisko,2,0,0.0,0.0,0.13
27.03.2017.,381.02,259.72,0.0,19.3,Proljece,Srednje,2,0,0.0,23.76,0.14
28.03.2017.,381.12,214.79,0.0,14.5,Proljece,Srednje,2,0,23.76,11.25,0.1
29.03.2017.,381.27,311.92,23.76,15.0,Proljece,Srednje,2,0,11.25,0.0,0.15
30.03.2017.,381.43,307.63,11.25,9.2,Proljece,Nisko,2,0,0.0,15.68,0.16
31.03.2017.,381.49,258.21,0.0,18.0,Proljece,Visoko,3,0,15.68,51.82,0.06
01.04.2017.,381.59,301.78,15.68,15.5,Proljece,Visoko,3,0,51.82,0.0,0.1
02.04.2017.,381.81,450.0,51.82,16.3,Proljece,Visoko,3,0,0.0,4.8,0.22
03.04.2017.,381.98,369.08,0.0,20.8,Proljece,Visoko,3,0,4.8,0.0,0.17
04.04.2017.,382.12,309.02,4.8,11.6,Proljece,Srednje,2,0,0.0,0.0,0.14
05.04.2017.,382.21,245.65,0.0,13.5,Proljece,Nisko,2,0,0.0,8.31,0.09
06.04.2017.,382.29,206.06,0.0,15.3,Proljece,Nisko,2,0,8.31,94.71,0.08
07.04.2017.,382.36,206.22,8.31,10.3,Proljece,Nisko,2,0,94.71,0.0,0.07
08.04.2017.,382.61,450.0,94.71,13.2,Proljece,Nisko,2,0,0.0,0.0,0.25
09.04.2017.,382.83,362.03,0.0,16.0,Proljece,Srednje,2,0,0.0,0.0,0.22
10.04.2017.,382.93,282.76,0.0,12.7,Proljece,Visoko,3,0,0.0,0.0,0.1
11.04.2017.,383.04,247.89,0.0,19.2,Proljece,Srednje,2,0,0.0,0.0,0.11
12.04.2017.,383.07,188.02,0.0,8.0,Proljece,Srednje,2,0,0.0,140.85,0.03
13.04.2017.,383.12,173.78,0.0,18.5,Proljece,Srednje,2,0,140.85,65.39,0.05
14.04.2017.,383.33,450.0,140.85,16.6,Proljece,Nisko,3,1,65.39,20.82,0.21
15.04.2017.,383.55,450.0,65.39,11.7,Proljece,Visoko,3,1,20.82,74.4,0.22
16.04.2017.,383.78,449.92,20.82,10.3,Proljece,Srednje,3,0,74.4,0.0,0.23
17.04.2017.,384.0,450.0,74.4,5.7,Proljece,Srednje,3,0,0.0,17.74,0.22
18.04.2017.,384.15,343.44,0.0,10.8,Proljece,Visoko,3,0,17.74,40.83,0.15
19.04.2017.,384.35,379.87,17.74,18.2,Proljece,Srednje,2,0,40.83,9.26,0.2
20.04.2017.,384.6,450.0,40.83,13.8,Proljece,Srednje,3,0,9.26,24.28,0.25
21.04.2017.,384.85,412.49,9.26,18.7,Proljece,Srednje,2,0,24.28,0.0,0.25
22.04.2017.,385.08,448.97,24.28,11.5,Proljece,Srednje,3,0,0.0,26.51,0.23
23.04.2017.,385.26,355.92,0.0,16.8,Proljece,Nisko,2,0,26.51,12.87,0.18
24.04.2017.,385.47,416.18,26.51,11.1,Proljece,Visoko,3,0,12.87,0.0,0.21
25.04.2017.,385.6,382.76,12.87,10.1,Proljece,Visoko,3,0,0.0,17.13,0.13
26.04.2017.,385.73,298.57,0.0,13.6,Proljece,Srednje,2,0,17.13,0.0,0.13
27.04.2017.,385.9,326.75,17.13,11.3,Proljece,Srednje,2,0,0.0,23.64,0.17
28.04.2017.,385.94,241.55,0.0,7.8,Proljece,Visoko,3,0,23.64,17.47,0.04
29.04.2017.,386.12,329.62,23.64,13.3,Proljece,Nisko,2,0,17.47,0.0,0.18
30.04.2017.,386.31,358.51,17.47,14.4,Proljece,Visoko,3,0,0.0,0.0,0.19
01.05.2017.,386.42,299.45,0.0,19.1,Proljece,Srednje,2,0,0.0,0.0,0.11
02.05.2017.,386.49,252.82,0.0,17.7,Proljece,Srednje,2,1,0.0,0.0,0.07
03.05.2017.,386.57,221.64,0.0,18.9,Proljece,Srednje,2,0,0.0,0.0,0.08
04.05.2017.,386.62,195.76,0.0,16.9,Proljece,Srednje,2,0,0.0,0.0,0.05
05.05.2017.,386.68,169.68,0.0,15.3,Proljece,Nisko,2,0,0.0,0.0,0.06
06.05.2017.,386.68,133.03,0.0,9.1,Proljece,Srednje,2,0,0.0,0.0,0.0
07.05.2017.,386.69,122.33,0.0,14.6,Proljece,Srednje,2,0,0.0,0.0,0.01
08.05.2017.,386.67,119.68,0.0,16.4,Proljece,Visoko,2,0,0.0,0.0,-0.02
09.05.2017.,386.69,128.68,0.0,19.8,Proljece,Nisko,2,0,0.0,30.65,0.02
10.05.2017.,386.71,125.56,0.0,16.7,Proljece,Srednje,2,0,30.65,16.96,0.02
11.05.2017.,386.83,298.98,30.65,19.0,Proljece,Visoko,3,0,16.96,33.53,0.12
12.05.2017.,386.94,320.65,16.96,9.9,Proljece,Visoko,3,0,33.53,15.17,0.11
13.05.2017.,387.18,433.83,33.53,12.7,Proljece,Visoko,3,0,15.17,56.67,0.24
14.05.2017.,387.39,423.49,15.17,15.7,Proljece,Visoko,3,0,56.67,6.24,0.21
15.05.2017.,387.7,450.0,56.67,18.6,Proljece,Nisko,2,0,6.24,0.0,0.31
16.05.2017.,387.87,381.56,6.24,13.4,Proljece,Visoko,3,0,0.0,0.0,0.17
17.05.2017.,388.04,298.16,0.0,13.7,Proljece,Nisko,2,0,0.0,0.0,0.17
18.05.2017.,388.09,251.18,0.0,16.7,Proljece,Nisko,3,0,0.0,1.07,0.05
19.05.2017.,388.14,195.05,0.0,9.5,Proljece,Nisko,2,0,1.07,0.0,0.05
20.05.2017.,388.16,192.1,1.07,20.4,Proljece,Visoko,3,0,0.0,0.0,0.02
21.05.2017.,388.18,152.22,0.0,10.5,Proljece,Nisko,2,0,0.0,0.0,0.02
22.05.2017.,388.15,111.12,0.0,6.3,Proljece,Nisko,2,0,0.0,0.0,-0.03
23.05.2017.,388.11,108.87,0.0,14.0,Proljece,Nisko,2,0,0.0,27.33,-0.04
24.05.2017.,388.05,123.04,0.0,20.8,Proljece,Srednje,3,0,27.33,0.0,-0.06
25.05.2017.,388.11,267.08,27.33,16.3,Proljece,Visoko,3,0,0.0,0.0,0.06
26.05.2017.,388.12,231.5,0.0,17.0,Proljece,Srednje,3,0,0.0,0.0,0.01
27.05.2017.,388.2,192.23,0.0,14.2,Proljece,Srednje,2,0,0.0,0.0,0.08
28.05.2017.,388.26,165.49,0.0,13.4,Proljece,Nisko,2,0,0.0,39.96,0.06
29.05.2017.,388.25,124.8,0.0,7.8,Proljece,Srednje,2,0,39.96,43.02,-0.01
30.05.2017.,388.35,308.19,39.96,5.0,Proljece,Nisko,3,0,43.02,0.0,0.1
31.05.2017.,388.59,450.0,43.02,14.8,Proljece,Srednje,3,1,0.0,7.41,0.24
01.06.2017.,388.74,324.39,0.0,37.3,Ljeto,Srednje,2,0,7.41,0.07,0.15
02.06.2017.,388.83,239.59,7.41,33.4,Ljeto,Srednje,2,0,0.07,7.3,0.09
03.06.2017.,388.88,173.8,0.07,34.5,Ljeto,Visoko,2,0,7.3,0.43,0.05
04.06.2017.,388.81,131.47,7.3,38.3,Ljeto,Visoko,3,0,0.43,14.15,-0.07
05.06.2017.,388.83,95.82,0.43,33.3,Ljeto,Nisko,1,0,14.15,3.72,0.02
06.06.2017.,388.77,79.78,14.15,31.5,Ljeto,Nisko,2,0,3.72,2.57,-0.06
07.06.2017.,388.66,60.4,3.72,28.7,Ljeto,Visoko,3,0,2.57,2.85,-0.11
08.06.2017.,388.65,45.63,2.57,40.1,Ljeto,Nisko,1,0,2.85,0.35,-0.01
09.06.2017.,388.57,37.53,2.85,34.1,Ljeto,Srednje,2,0,0.35,0.0,-0.08
10.06.2017.,388.47,27.31,0.35,28.2,Ljeto,Nisko,2,0,0.0,6.91,-0.1
11.06.2017.,388.35,20.81,0.0,27.3,Ljeto,Visoko,2,0,6.91,10.54,-0.12
12.06.2017.,388.25,21.47,6.91,37.0,Ljeto,Srednje,2,0,10.54,0.29,-0.1
13.06.2017.,388.21,24.02,10.54,27.9,Ljeto,Nisko,1,0,0.29,0.0,-0.04
14.06.2017.,388.18,20.89,0.29,39.4,Ljeto,Nisko,1,0,0.0,0.0,-0.03
15.06.2017.,388.15,16.18,0.0,21.0,Ljeto,Nisko,1,0,0.0,0.0,-0.03
16.06.2017.,388.07,13.96,0.0,37.7,Ljeto,Srednje,2,0,0.0,0.0,-0.08
17.06.2017.,387.98,13.57,0.0,33.9,Ljeto,Srednje,2,0,0.0,8.25,-0.09
18.06.2017.,387.87,10.69,0.0,32.5,Ljeto,Visoko,2,0,8.25,0.0,-0.11
19.06.2017.,387.83,18.25,8.25,31.3,Ljeto,Srednje,1,0,0.0,0.0,-0.04
20.06.2017.,387.78,15.44,0.0,39.6,Ljeto,Srednje,1,0,0.0,3.34,-0.05
21.06.2017.,387.75,11.87,0.0,34.8,Ljeto,Srednje,1,0,3.34,0.0,-0.03
22.06.2017.,387.7,15.44,3.34,28.4,Ljeto,Nisko,1,0,0.0,11.54,-0.05
23.06.2017.,387.61,12.02,0.0,25.1,Ljeto,Visoko,2,0,11.54,0.0,-0.09
24.06.2017.,387.56,19.45,11.54,32.7,Ljeto,Nisko,1,0,0.0,2.13,-0.05
25.06.2017.,387.51,14.1,0.0,32.0,Ljeto,Nisko,1,0,2.13,2.84,-0.05
26.06.2017.,387.51,12.35,2.13,25.9,Ljeto,Nisko,1,0,2.84,0.0,0.0
27.06.2017.,387.45,13.86,2.84,31.8,Ljeto,Srednje,1,0,0.0,2.66,-0.06
28.06.2017.,387.37,10.2,0.0,29.7,Ljeto,Visoko,2,0,2.66,2.01,-0.08
29.06.2017.,387.32,11.59,2.66,32.0,Ljeto,Nisko,1,0,2.01,0.0,-0.05
30.06.2017.,387.28,9.88,2.01,34.9,Ljeto,Srednje,1,0,0.0,0.0,-0.04
01.07.2017.,387.26,9.29,0.0,38.0,Ljeto,Nisko,1,0,0.0,0.0,-0.02
02.07.2017.,387.21,7.66,0.0,35.6,Ljeto,Srednje,1,0,0.0,1.79,-0.05
03.07.2017.,387.14,5.74,0.0,29.1,Ljeto,Srednje,1,0,1.79,5.28,-0.07
04.07.2017.,387.12,10.57,1.79,33.5,Ljeto,Srednje,1,0,5.28,2.98,-0.02
05.07.2017.,387.07,11.77,5.28,32.3,Ljeto,Srednje,1,0,2.98,2.96,-0.05
06.07.2017.,386.95,15.69,2.98,26.7,Ljeto,Visoko,2,0,2.96,0.0,-0.12
